GEOHASH,NUMBER_OF_VEHICLES,LATITUDE,LONGITUDE
sxk3sv,1011375,41.07513427734375,28.6907958984375
sxk3t3,5187118,41.05316162109375,28.7127685546875
sxk3t4,9575785,41.05865478515625,28.7017822265625
sxk3t5,1176947,41.06414794921875,28.7017822265625
sxk3t6,6850367,41.05865478515625,28.7127685546875
sxk3t9,10282578,41.05316162109375,28.7237548828125
sxk3tc,316980,41.05316162109375,28.7347412109375
sxk3td,1550459,41.05865478515625,28.7237548828125
sxk3tf,9422182,41.05865478515625,28.7347412109375
sxk3tg,2839435,41.06414794921875,28.7347412109375
sxk3w2,773192,41.04766845703125,28.7567138671875
sxk3w3,1031689,41.05316162109375,28.7567138671875
sxk3w4,3695515,41.05865478515625,28.7457275390625
sxk3w5,10254206,41.06414794921875,28.7457275390625
sxk3w6,7333667,41.05865478515625,28.7567138671875
sxk3w7,4968013,41.06414794921875,28.7567138671875
sxk3wb,1212832,41.04766845703125,28.7786865234375
sxk3wc,769025,41.05316162109375,28.7786865234375
sxk3wd,505556,41.05865478515625,28.7677001953125
sxk3we,9531301,41.06414794921875,28.7677001953125
sxk3wf,952003,41.05865478515625,28.7786865234375
sxk3wg,9495171,41.06414794921875,28.7786865234375
sxk3ws,734231,41.06964111328125,28.7677001953125
sxk3wt,718660,41.07513427734375,28.7677001953125
sxk3ww,978363,41.08062744140625,28.7677001953125
sxk3wz,763488,41.08612060546875,28.7786865234375
sxk3x0,1956553,41.04766845703125,28.7896728515625
sxk3x1,2567010,41.05316162109375,28.7896728515625
sxk3x2,3787164,41.04766845703125,28.8006591796875
sxk3x3,1165995,41.05316162109375,28.8006591796875
sxk3x4,2517685,41.05865478515625,28.7896728515625
sxk3x5,11261240,41.06414794921875,28.7896728515625
sxk3x6,1377610,41.05865478515625,28.8006591796875
sxk3x7,12364029,41.06414794921875,28.8006591796875
sxk3x8,11660895,41.04766845703125,28.8116455078125
sxk3x9,8571897,41.05316162109375,28.8116455078125
sxk3xb,2749709,41.04766845703125,28.8226318359375
sxk3xc,1742993,41.05316162109375,28.8226318359375
sxk3xd,14559200,41.05865478515625,28.8116455078125
sxk3xe,15182395,41.06414794921875,28.8116455078125
sxk3xf,1462266,41.05865478515625,28.8226318359375
sxk3xg,9603575,41.06414794921875,28.8226318359375
sxk3xh,2048625,41.06964111328125,28.7896728515625
sxk3xj,2664338,41.07513427734375,28.7896728515625
sxk3xn,2397204,41.08062744140625,28.7896728515625
sxk3xp,1432066,41.08612060546875,28.7896728515625
sxk3xq,813043,41.08062744140625,28.8006591796875
sxk3xr,2769297,41.08612060546875,28.8006591796875
sxk3xs,8692335,41.06964111328125,28.8116455078125
sxk3xt,6433058,41.07513427734375,28.8116455078125
sxk3xu,2567822,41.06964111328125,28.8226318359375
sxk3xw,6117872,41.08062744140625,28.8116455078125
sxk3xx,4342192,41.08612060546875,28.8116455078125
sxk3yg,707425,41.10809326171875,28.7786865234375
sxk3z0,2235113,41.09161376953125,28.7896728515625
sxk3z1,1982413,41.09710693359375,28.7896728515625
sxk3z2,1979715,41.09161376953125,28.8006591796875
sxk3z4,1059888,41.10260009765625,28.7896728515625
sxk3z5,504150,41.10809326171875,28.7896728515625
sxk3z6,1387365,41.10260009765625,28.8006591796875
sxk3z7,1202825,41.10809326171875,28.8006591796875
sxk3z8,3817223,41.09161376953125,28.8116455078125
sxk3z9,3621047,41.09710693359375,28.8116455078125
sxk3zd,3560583,41.10260009765625,28.8116455078125
sxk3ze,2920357,41.10809326171875,28.8116455078125
sxk3zr,2485248,41.13006591796875,28.8006591796875
sxk3zs,3503277,41.11358642578125,28.8116455078125
sxk3zt,2989926,41.11907958984375,28.8116455078125
sxk3zw,3351153,41.12457275390625,28.8116455078125
sxk3zx,1752685,41.13006591796875,28.8116455078125
sxk3zz,1249095,41.13006591796875,28.8226318359375
sxk406,464010,41.14654541015625,28.1414794921875
sxk407,1320285,41.15203857421875,28.1414794921875
sxk408,1734146,41.13555908203125,28.1524658203125
sxk409,1261611,41.14105224609375,28.1524658203125
sxk40d,660085,41.14654541015625,28.1524658203125
sxk40j,1927131,41.16302490234375,28.1304931640625
sxk40k,1371013,41.15753173828125,28.1414794921875
sxk40m,286108,41.16302490234375,28.1414794921875
sxk40n,798043,41.16851806640625,28.1304931640625
sxk4pb,587685,41.13555908203125,28.4710693359375
sxk4pf,843614,41.14654541015625,28.4710693359375
sxk4pg,643560,41.15203857421875,28.4710693359375
sxk4pr,1082842,41.17401123046875,28.4490966796875
sxk4ps,690094,41.15753173828125,28.4600830078125
sxk4pt,762479,41.16302490234375,28.4600830078125
sxk4pv,679523,41.16302490234375,28.4710693359375
sxk4px,1238901,41.17401123046875,28.4600830078125
sxk4py,1421538,41.16851806640625,28.4710693359375
sxk4rx,541196,41.21795654296875,28.4600830078125
sxk600,530144,41.13555908203125,28.4820556640625
sxk601,607381,41.14105224609375,28.4820556640625
sxk602,271473,41.13555908203125,28.4930419921875
sxk60m,1148894,41.16302490234375,28.4930419921875
sxk60n,1446414,41.16851806640625,28.4820556640625
sxk60q,544959,41.16851806640625,28.4930419921875
sxk60t,1410669,41.16302490234375,28.5040283203125
sxk60v,1280477,41.16302490234375,28.5150146484375
sxk61j,632867,41.16302490234375,28.5260009765625
sxk61n,1220787,41.16851806640625,28.5260009765625
sxk61q,1473229,41.16851806640625,28.5369873046875
sxk61w,932519,41.16851806640625,28.5479736328125
sxk61x,1135987,41.17401123046875,28.5479736328125
sxk61z,1003030,41.17401123046875,28.5589599609375
sxk63b,1414551,41.17950439453125,28.5589599609375
sxk652,1617206,41.13555908203125,28.6248779296875
sxk653,1062552,41.14105224609375,28.6248779296875
sxk655,955812,41.15203857421875,28.6138916015625
sxk656,1166908,41.14654541015625,28.6248779296875
sxk657,304747,41.15203857421875,28.6248779296875
sxk661,1387252,41.18499755859375,28.5699462890625
sxk664,1023306,41.19049072265625,28.5699462890625
sxk665,1150829,41.19598388671875,28.5699462890625
sxk66h,793283,41.20147705078125,28.5699462890625
sxk66k,676051,41.20147705078125,28.5809326171875
sxk66m,1350588,41.20697021484375,28.5809326171875
sxk66q,440327,41.21246337890625,28.5809326171875
sxk66v,375864,41.20697021484375,28.6029052734375
sxk66w,1286268,41.21246337890625,28.5919189453125
sxk66x,703959,41.21795654296875,28.5919189453125
sxk66y,484375,41.21246337890625,28.6029052734375
sxk66z,1829797,41.21795654296875,28.6029052734375
sxk675,456502,41.19598388671875,28.6138916015625
sxk67h,405316,41.20147705078125,28.6138916015625
sxk6db,1746909,41.22344970703125,28.6029052734375
sxk6dc,645033,41.22894287109375,28.6029052734375
sxk6e0,731720,41.22344970703125,28.6138916015625
sxk6e1,1425062,41.22894287109375,28.6138916015625
sxk6e4,1048278,41.23443603515625,28.6138916015625
sxk6e6,941134,41.23443603515625,28.6248779296875
sxk6e7,1591865,41.23992919921875,28.6248779296875
sxk6ee,886694,41.23992919921875,28.6358642578125
sxk6es,1130221,41.24542236328125,28.6358642578125
sxk6eu,1574943,41.24542236328125,28.6468505859375
sxk6m1,742640,41.18499755859375,28.7017822265625
sxk6m3,2050158,41.18499755859375,28.7127685546875
sxk6m9,2352196,41.18499755859375,28.7237548828125
sxk6mb,1812616,41.17950439453125,28.7347412109375
sxk6mc,1483353,41.18499755859375,28.7347412109375
sxk6me,774526,41.19598388671875,28.7237548828125
sxk6mf,809528,41.19049072265625,28.7347412109375
sxk6mg,643438,41.19598388671875,28.7347412109375
sxk6mq,829574,41.21246337890625,28.7127685546875
sxk6mr,808677,41.21795654296875,28.7127685546875
sxk6ms,780168,41.20147705078125,28.7237548828125
sxk6mt,876665,41.20697021484375,28.7237548828125
sxk6mw,443063,41.21246337890625,28.7237548828125
sxk6np,2057487,41.17401123046875,28.7457275390625
sxk6nq,1058712,41.16851806640625,28.7567138671875
sxk6nr,2324276,41.17401123046875,28.7567138671875
sxk6nt,1668012,41.16302490234375,28.7677001953125
sxk6nu,1641007,41.15753173828125,28.7786865234375
sxk6nv,2025445,41.16302490234375,28.7786865234375
sxk6nw,1533399,41.16851806640625,28.7677001953125
sxk6p2,3178103,41.13555908203125,28.8006591796875
sxk6p3,3705786,41.14105224609375,28.8006591796875
sxk6p4,2733216,41.14654541015625,28.7896728515625
sxk6p5,2918244,41.15203857421875,28.7896728515625
sxk6p6,1448023,41.14654541015625,28.8006591796875
sxk6p8,3130114,41.13555908203125,28.8116455078125
sxk6p9,2588170,41.14105224609375,28.8116455078125
sxk6pb,3233629,41.13555908203125,28.8226318359375
sxk6pd,3132605,41.14654541015625,28.8116455078125
sxk6pe,3234025,41.15203857421875,28.8116455078125
sxk6ph,2306762,41.15753173828125,28.7896728515625
sxk6ps,3231797,41.15753173828125,28.8116455078125
sxk6pt,2960213,41.16302490234375,28.8116455078125
sxk6pw,3145299,41.16851806640625,28.8116455078125
sxk6px,3462206,41.17401123046875,28.8116455078125
sxk6q0,2126606,41.17950439453125,28.7457275390625
sxk6q1,1095515,41.18499755859375,28.7457275390625
sxk6q4,662154,41.19049072265625,28.7457275390625
sxk6q7,737548,41.19598388671875,28.7567138671875
sxk6qe,685633,41.19598388671875,28.7677001953125
sxk6r8,3388339,41.17950439453125,28.8116455078125
sxk6rb,206712,41.17950439453125,28.8226318359375
sxk6rc,3445066,41.18499755859375,28.8226318359375
sxk6rf,3447212,41.19049072265625,28.8226318359375
sxk6rg,2070460,41.19598388671875,28.8226318359375
sxk6ru,2262420,41.20147705078125,28.8226318359375
sxk6rv,3192675,41.20697021484375,28.8226318359375
sxk6ry,2184537,41.21246337890625,28.8226318359375
sxk6sg,747613,41.23992919921875,28.6907958984375
sxk6sh,1772946,41.24542236328125,28.6578369140625
sxk6sk,1231872,41.24542236328125,28.6688232421875
sxk6ss,1196926,41.24542236328125,28.6798095703125
sxk6st,504651,41.25091552734375,28.6798095703125
sxk6su,1790868,41.24542236328125,28.6907958984375
sxk6sv,1300811,41.25091552734375,28.6907958984375
sxk6sw,825662,41.25640869140625,28.6798095703125
sxk6sx,402198,41.26190185546875,28.6798095703125
sxk6sy,1285432,41.25640869140625,28.6907958984375
sxk6sz,549787,41.26190185546875,28.6907958984375
sxk6t1,705541,41.22894287109375,28.7017822265625
sxk6t2,678561,41.22344970703125,28.7127685546875
sxk6t4,750459,41.23443603515625,28.7017822265625
sxk6th,2110145,41.24542236328125,28.7017822265625
sxk6tk,2535237,41.24542236328125,28.7127685546875
sxk6ts,2541572,41.24542236328125,28.7237548828125
sxk6tu,3156309,41.24542236328125,28.7347412109375
sxk6u2,510560,41.26739501953125,28.6688232421875
sxk6u3,588737,41.27288818359375,28.6688232421875
sxk6w5,687864,41.23992919921875,28.7457275390625
sxk6w7,808158,41.23992919921875,28.7567138671875
sxk6we,888920,41.23992919921875,28.7677001953125
sxk6wg,1011442,41.23992919921875,28.7786865234375
sxk6wh,2177111,41.24542236328125,28.7457275390625
sxk6wk,1966356,41.24542236328125,28.7567138671875
sxk6ws,2145630,41.24542236328125,28.7677001953125
sxk6wu,2306215,41.24542236328125,28.7786865234375
sxk6x4,282219,41.23443603515625,28.7896728515625
sxk6x5,3502272,41.23992919921875,28.7896728515625
sxk6x6,841306,41.23443603515625,28.8006591796875
sxk6x7,3775438,41.23992919921875,28.8006591796875
sxk6xc,3197399,41.22894287109375,28.8226318359375
sxk6xd,4106450,41.23443603515625,28.8116455078125
sxk6xe,2571742,41.23992919921875,28.8116455078125
sxk6xf,3490345,41.23443603515625,28.8226318359375
sxk6xg,1434068,41.23992919921875,28.8226318359375
sxk6xh,1174329,41.24542236328125,28.7896728515625
sxk8vz,1044464,40.95428466796875,29.0863037109375
sxk8wz,1031412,40.91033935546875,29.1302490234375
sxk8xg,1766568,40.88836669921875,29.1741943359375
sxk8xm,1024510,40.89935302734375,29.1522216796875
sxk8xn,1141051,40.90484619140625,29.1412353515625
sxk8xp,946012,40.91033935546875,29.1412353515625
sxk8xq,800440,40.90484619140625,29.1522216796875
sxk8xr,1035084,40.91033935546875,29.1522216796875
sxk8xs,1212474,40.89385986328125,29.1632080078125
sxk8xt,1989931,40.89935302734375,29.1632080078125
sxk8xu,2019735,40.89385986328125,29.1741943359375
sxk8xv,1843102,40.89935302734375,29.1741943359375
sxk8xw,1193350,40.90484619140625,29.1632080078125
sxk8xx,1885682,40.91033935546875,29.1632080078125
sxk8xy,1827908,40.90484619140625,29.1741943359375
sxk8xz,2277117,40.91033935546875,29.1741943359375
sxk8yb,1423701,40.91583251953125,29.1302490234375
sxk8yc,2304624,40.92132568359375,29.1302490234375
sxk8yd,1076144,40.92681884765625,29.1192626953125
sxk8ye,1596778,40.93231201171875,29.1192626953125
sxk8yf,1518942,40.92681884765625,29.1302490234375
sxk8yg,1432749,40.93231201171875,29.1302490234375
sxk8ym,1729248,40.94329833984375,29.1082763671875
sxk8yn,1191461,40.94879150390625,29.0972900390625
sxk8yp,2449457,40.95428466796875,29.0972900390625
sxk8yq,1216792,40.94879150390625,29.1082763671875
sxk8yr,1179326,40.95428466796875,29.1082763671875
sxk8ys,2286393,40.93780517578125,29.1192626953125
sxk8yt,1002983,40.94329833984375,29.1192626953125
sxk8yu,5973079,40.93780517578125,29.1302490234375
sxk8yv,9591137,40.94329833984375,29.1302490234375
sxk8yw,7331583,40.94879150390625,29.1192626953125
sxk8yx,6851516,40.95428466796875,29.1192626953125
sxk8yy,4285656,40.94879150390625,29.1302490234375
sxk8z0,1590470,40.91583251953125,29.1412353515625
sxk8z1,1145489,40.92132568359375,29.1412353515625
sxk8z2,1555915,40.91583251953125,29.1522216796875
sxk8z3,4579316,40.92132568359375,29.1522216796875
sxk8z4,1084685,40.92681884765625,29.1412353515625
sxk8z5,7943805,40.93231201171875,29.1412353515625
sxk8z6,8334369,40.92681884765625,29.1522216796875
sxk8z7,1600360,40.93231201171875,29.1522216796875
sxk8z8,1046623,40.91583251953125,29.1632080078125
sxk8z9,7552767,40.92132568359375,29.1632080078125
sxk8zb,6610498,40.91583251953125,29.1741943359375
sxk8zc,5529816,40.92132568359375,29.1741943359375
sxk8zd,770788,40.92681884765625,29.1632080078125
sxk8ze,673547,40.93231201171875,29.1632080078125
sxk8zh,7077034,40.93780517578125,29.1412353515625
sxk8zj,1822946,40.94329833984375,29.1412353515625
sxk8zk,1065166,40.93780517578125,29.1522216796875
sxk8zm,1323054,40.94329833984375,29.1522216796875
sxk8zp,1344833,40.95428466796875,29.1412353515625
sxk8zq,1081324,40.94879150390625,29.1522216796875
sxk8zw,1099336,40.94879150390625,29.1632080078125
sxk900,428700,40.95977783203125,28.8336181640625
sxk901,3016184,40.96527099609375,28.8336181640625
sxk904,1655264,40.97076416015625,28.8336181640625
sxk905,869374,40.97625732421875,28.8336181640625
sxk906,2199504,40.97076416015625,28.8446044921875
sxk907,1837717,40.97625732421875,28.8446044921875
sxk90e,2611880,40.97625732421875,28.8555908203125
sxk90g,3062934,40.97625732421875,28.8665771484375
sxk90h,1180319,40.98175048828125,28.8336181640625
sxk90j,1011422,40.98724365234375,28.8336181640625
sxk90k,1012331,40.98175048828125,28.8446044921875
sxk90n,8586406,40.99273681640625,28.8336181640625
sxk90p,1550962,40.99822998046875,28.8336181640625
sxk90q,8369938,40.99273681640625,28.8446044921875
sxk90r,2104501,40.99822998046875,28.8446044921875
sxk90s,1234916,40.98175048828125,28.8555908203125
sxk90t,1467612,40.98724365234375,28.8555908203125
sxk90u,1206924,40.98175048828125,28.8665771484375
sxk90v,719485,40.98724365234375,28.8665771484375
sxk90w,8101118,40.99273681640625,28.8555908203125
sxk90x,2107895,40.99822998046875,28.8555908203125
sxk90y,5065151,40.99273681640625,28.8665771484375
sxk90z,7404022,40.99822998046875,28.8665771484375
sxk915,3077620,40.97625732421875,28.8775634765625
sxk917,1662736,40.97625732421875,28.8885498046875
sxk91h,712799,40.98175048828125,28.8775634765625
sxk91j,687452,40.98724365234375,28.8775634765625
sxk91k,3085914,40.98175048828125,28.8885498046875
sxk91m,1743484,40.98724365234375,28.8885498046875
sxk91n,634862,40.99273681640625,28.8775634765625
sxk91p,6850133,40.99822998046875,28.8775634765625
sxk91q,1819576,40.99273681640625,28.8885498046875
sxk91r,2624429,40.99822998046875,28.8885498046875
sxk91s,2374424,40.98175048828125,28.8995361328125
sxk91t,611060,40.98724365234375,28.8995361328125
sxk91u,1220561,40.98175048828125,28.9105224609375
sxk91v,2699078,40.98724365234375,28.9105224609375
sxk91w,1663686,40.99273681640625,28.8995361328125
sxk91x,1405777,40.99822998046875,28.8995361328125
sxk91y,1103794,40.99273681640625,28.9105224609375
sxk91z,883154,40.99822998046875,28.9105224609375
sxk920,1719561,41.00372314453125,28.8336181640625
sxk921,1583187,41.00921630859375,28.8336181640625
sxk922,2361223,41.00372314453125,28.8446044921875
sxk923,2508576,41.00921630859375,28.8446044921875
sxk924,2544467,41.01470947265625,28.8336181640625
sxk925,1776684,41.02020263671875,28.8336181640625
sxk926,4071347,41.01470947265625,28.8446044921875
sxk927,2858763,41.02020263671875,28.8446044921875
sxk928,1263605,41.00372314453125,28.8555908203125
sxk929,1221770,41.00921630859375,28.8555908203125
sxk92b,2133446,41.00372314453125,28.8665771484375
sxk92c,1588238,41.00921630859375,28.8665771484375
sxk92d,2037762,41.01470947265625,28.8555908203125
sxk92e,1019210,41.02020263671875,28.8555908203125
sxk92f,1658315,41.01470947265625,28.8665771484375
sxk92g,1740454,41.02020263671875,28.8665771484375
sxk92h,2139415,41.02569580078125,28.8336181640625
sxk92j,2695029,41.03118896484375,28.8336181640625
sxk92k,2621543,41.02569580078125,28.8446044921875
sxk92m,3596367,41.03118896484375,28.8446044921875
sxk92n,2110717,41.03668212890625,28.8336181640625
sxk92p,2720155,41.04217529296875,28.8336181640625
sxk92q,2734212,41.03668212890625,28.8446044921875
sxk92r,3278689,41.04217529296875,28.8446044921875
sxk92s,1231472,41.02569580078125,28.8555908203125
sxk92t,2583304,41.03118896484375,28.8555908203125
sxk92u,1588515,41.02569580078125,28.8665771484375
sxk92v,1751367,41.03118896484375,28.8665771484375
sxk92w,2020699,41.03668212890625,28.8555908203125
sxk92x,2080760,41.04217529296875,28.8555908203125
sxk92y,1682831,41.03668212890625,28.8665771484375
sxk92z,1751289,41.04217529296875,28.8665771484375
sxk930,1922977,41.00372314453125,28.8775634765625
sxk931,2988074,41.00921630859375,28.8775634765625
sxk932,8091202,41.00372314453125,28.8885498046875
sxk933,1158746,41.00921630859375,28.8885498046875
sxk934,3136326,41.01470947265625,28.8775634765625
sxk935,2243718,41.02020263671875,28.8775634765625
sxk936,2123671,41.01470947265625,28.8885498046875
sxk937,2680733,41.02020263671875,28.8885498046875
sxk938,3629975,41.00372314453125,28.8995361328125
sxk939,7727953,41.00921630859375,28.8995361328125
sxk93b,949288,41.00372314453125,28.9105224609375
sxk93c,1600698,41.00921630859375,28.9105224609375
sxk93d,4184314,41.01470947265625,28.8995361328125
sxk93e,3426481,41.02020263671875,28.8995361328125
sxk93f,6395511,41.01470947265625,28.9105224609375
sxk93g,5051014,41.02020263671875,28.9105224609375
sxk93h,1718685,41.02569580078125,28.8775634765625
sxk93j,1308688,41.03118896484375,28.8775634765625
sxk93k,565982,41.02569580078125,28.8885498046875
sxk93m,1113113,41.03118896484375,28.8885498046875
sxk93n,1774460,41.03668212890625,28.8775634765625
sxk93p,1154108,41.04217529296875,28.8775634765625
sxk93q,3788074,41.03668212890625,28.8885498046875
sxk93r,5765048,41.04217529296875,28.8885498046875
sxk93s,2630299,41.02569580078125,28.8995361328125
sxk93t,3164024,41.03118896484375,28.8995361328125
sxk93v,1471421,41.03118896484375,28.9105224609375
sxk93w,2962781,41.03668212890625,28.8995361328125
sxk93x,5162333,41.04217529296875,28.8995361328125
sxk93y,3328704,41.03668212890625,28.9105224609375
sxk93z,5763696,41.04217529296875,28.9105224609375
sxk94j,1891621,40.98724365234375,28.9215087890625
sxk94n,1944609,40.99273681640625,28.9215087890625
sxk94p,1344212,40.99822998046875,28.9215087890625
sxk94q,1463929,40.99273681640625,28.9324951171875
sxk94r,2238556,40.99822998046875,28.9324951171875
sxk960,1260624,41.00372314453125,28.9215087890625
sxk961,1183887,41.00921630859375,28.9215087890625
sxk962,1614831,41.00372314453125,28.9324951171875
sxk963,838210,41.00921630859375,28.9324951171875
sxk964,1192181,41.01470947265625,28.9215087890625
sxk965,6239243,41.02020263671875,28.9215087890625
sxk966,1429177,41.01470947265625,28.9324951171875
sxk967,2911851,41.02020263671875,28.9324951171875
sxk968,2700974,41.00372314453125,28.9434814453125
sxk969,1784764,41.00921630859375,28.9434814453125
sxk96b,3103894,41.00372314453125,28.9544677734375
sxk96c,2990851,41.00921630859375,28.9544677734375
sxk96d,2745473,41.01470947265625,28.9434814453125
sxk96e,1870928,41.02020263671875,28.9434814453125
sxk96f,2416544,41.01470947265625,28.9544677734375
sxk96g,1807189,41.02020263671875,28.9544677734375
sxk96h,7293873,41.02569580078125,28.9215087890625
sxk96j,8717176,41.03118896484375,28.9215087890625
sxk96k,3564102,41.02569580078125,28.9324951171875
sxk96m,5446953,41.03118896484375,28.9324951171875
sxk96n,5912971,41.03668212890625,28.9215087890625
sxk96p,1435729,41.04217529296875,28.9215087890625
sxk96q,7980204,41.03668212890625,28.9324951171875
sxk96r,1993334,41.04217529296875,28.9324951171875
sxk96s,1052503,41.02569580078125,28.9434814453125
sxk96t,794232,41.03118896484375,28.9434814453125
sxk96u,1330908,41.02569580078125,28.9544677734375
sxk96v,1057988,41.03118896484375,28.9544677734375
sxk96w,2929737,41.03668212890625,28.9434814453125
sxk96x,7428513,41.04217529296875,28.9434814453125
sxk96y,538684,41.03668212890625,28.9544677734375
sxk96z,876093,41.04217529296875,28.9544677734375
sxk970,2189001,41.00372314453125,28.9654541015625
sxk971,401952,41.00921630859375,28.9654541015625
sxk972,1330723,41.00372314453125,28.9764404296875
sxk975,2292732,41.02020263671875,28.9654541015625
sxk976,1465187,41.01470947265625,28.9764404296875
sxk977,1522447,41.02020263671875,28.9764404296875
sxk978,673194,41.00372314453125,28.9874267578125
sxk979,611389,41.00921630859375,28.9874267578125
sxk97d,787462,41.01470947265625,28.9874267578125
sxk97h,2756307,41.02569580078125,28.9654541015625
sxk97j,1815191,41.03118896484375,28.9654541015625
sxk97k,2027634,41.02569580078125,28.9764404296875
sxk97m,1845939,41.03118896484375,28.9764404296875
sxk97n,3366426,41.03668212890625,28.9654541015625
sxk97p,3255498,41.04217529296875,28.9654541015625
sxk97q,3086054,41.03668212890625,28.9764404296875
sxk97r,1827915,41.04217529296875,28.9764404296875
sxk97s,615766,41.02569580078125,28.9874267578125
sxk97t,1387982,41.03118896484375,28.9874267578125
sxk97w,1878139,41.03668212890625,28.9874267578125
sxk97x,2762366,41.04217529296875,28.9874267578125
sxk97y,2034877,41.03668212890625,28.9984130859375
sxk97z,2622031,41.04217529296875,28.9984130859375
sxk980,3882819,41.04766845703125,28.8336181640625
sxk981,3061435,41.05316162109375,28.8336181640625
sxk982,2249918,41.04766845703125,28.8446044921875
sxk983,2636947,41.05316162109375,28.8446044921875
sxk984,2608531,41.05865478515625,28.8336181640625
sxk985,13494851,41.06414794921875,28.8336181640625
sxk986,10038435,41.05865478515625,28.8446044921875
sxk987,10150452,41.06414794921875,28.8446044921875
sxk988,1563007,41.04766845703125,28.8555908203125
sxk989,6665913,41.05316162109375,28.8555908203125
sxk98b,1826954,41.04766845703125,28.8665771484375
sxk98c,7028552,41.05316162109375,28.8665771484375
sxk98d,2083052,41.05865478515625,28.8555908203125
sxk98e,5632191,41.06414794921875,28.8555908203125
